order_id,order_date,customer_name,state,city,price,profit,quantity,category,sub_category,subcat_cost,subcat_revenue,cost_per_unit
B-25756,2018-08-20,Mohan,Maharashtra,Mumbai,204.00,-276.00,3,Furniture,Bookcases,888.00,612.00,296.00
B-25756,2018-08-20,Mohan,Maharashtra,Mumbai,729.00,-492.00,5,Furniture,Bookcases,4137.00,3645.00,827.40
B-25756,2018-08-20,Mohan,Maharashtra,Mumbai,29.00,-24.00,4,Clothing,Leggings,140.00,116.00,35.00
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,17.00,-13.00,4,Clothing,Skirt,81.00,68.00,20.25
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,34.00,-11.00,5,Clothing,T-shirt,181.00,170.00,36.20
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,98.00,9.00,2,Furniture,Furnishings,187.00,196.00,93.50
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,3151.00,-35.00,7,Clothing,Trousers,22092.00,22057.00,3156.00
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,53.00,15.00,2,Clothing,Stole,91.00,106.00,45.50
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,165.00,30.00,3,Clothing,Stole,465.00,495.00,155.00
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,211.00,19.00,8,Clothing,Stole,1669.04,1688.00,208.63
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,106.00,15.00,7,Clothing,Hankerchief,727.02,742.00,103.86
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,14.00,5.00,1,Clothing,Hankerchief,9.00,14.00,9.00
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,17.00,7.00,3,Clothing,Hankerchief,44.01,51.00,14.67
B-25757,2018-08-21,Mohit,Madhya Pradesh,Indore,46.00,14.00,5,Clothing,Skirt,216.00,230.00,43.20
B-25758,2018-08-22,Shubham,Himachal Pradesh,Simla,8.00,-2.00,1,Clothing,Stole,10.00,8.00,10.00
B-25759,2018-08-23,Soumya,Sikkim,Gangtok,20.00,-9.00,6,Clothing,Hankerchief,129.00,120.00,21.50
B-25760,2018-08-24,Pooja,Goa,Goa,322.00,-193.00,5,Electronics,Printers,1803.00,1610.00,360.60
B-25761,2018-08-25,Surabhi,Maharashtra,Mumbai,2188.00,1050.00,5,Furniture,Bookcases,9890.00,10940.00,1978.00
B-25761,2018-08-25,Surabhi,Maharashtra,Mumbai,328.00,-15.00,3,Electronics,Electronic Games,999.00,984.00,333.00
B-25761,2018-08-25,Surabhi,Maharashtra,Mumbai,418.00,70.00,7,Electronics,Phones,2856.00,2926.00,408.00
B-25761,2018-08-25,Surabhi,Maharashtra,Mumbai,40.00,0.00,3,Clothing,Saree,120.00,120.00,40.00
B-25761,2018-08-25,Surabhi,Maharashtra,Mumbai,102.00,-90.00,1,Clothing,Saree,192.00,102.00,192.00
B-25761,2018-08-25,Surabhi,Maharashtra,Mumbai,263.00,-31.00,9,Electronics,Electronic Games,2397.96,2367.00,266.44
B-25762,2018-08-26,Anudeep,Madhya Pradesh,Indore,1316.00,-527.00,7,Electronics,Electronic Games,9739.03,9212.00,1391.29
B-25762,2018-08-26,Anudeep,Madhya Pradesh,Indore,27.00,4.00,3,Clothing,Skirt,77.01,81.00,25.67
B-25762,2018-08-26,Anudeep,Madhya Pradesh,Indore,98.00,-5.00,2,Clothing,Saree,201.00,196.00,100.50
B-25763,2018-08-27,Noshiba,Gujarat,Ahmedabad,58.00,-52.00,3,Furniture,Chairs,225.99,174.00,75.33
B-25764,2018-08-28,Sanjova,Maharashtra,Pune,119.00,43.00,5,Clothing,T-shirt,552.00,595.00,110.40
B-25764,2018-08-28,Sanjova,Maharashtra,Pune,765.00,-153.00,2,Electronics,Phones,1683.00,1530.00,841.50
B-25764,2018-08-28,Sanjova,Maharashtra,Pune,26.00,0.00,2,Clothing,Kurti,52.00,52.00,26.00
B-25764,2018-08-28,Sanjova,Maharashtra,Pune,24.00,-24.00,2,Clothing,Saree,72.00,48.00,36.00
B-25765,2018-08-29,Meghana,Madhya Pradesh,Bhopal,139.00,14.00,3,Clothing,Stole,402.99,417.00,134.33
B-25766,2018-08-30,Surabhi,Rajasthan,Jaipur,220.00,-19.00,2,Clothing,Saree,459.00,440.00,229.50
B-25767,2018-08-31,Ashmeet,West Bengal,Kolkata,299.00,-28.00,3,Electronics,Electronic Games,924.99,897.00,308.33
B-25767,2018-08-31,Ashmeet,West Bengal,Kolkata,9.00,-9.00,2,Clothing,Kurti,27.00,18.00,13.50
B-25767,2018-08-31,Ashmeet,West Bengal,Kolkata,74.00,-59.00,2,Electronics,Accessories,207.00,148.00,103.50
B-25767,2018-08-31,Ashmeet,West Bengal,Kolkata,29.00,-3.00,3,Clothing,Saree,90.00,87.00,30.00
B-25767,2018-08-31,Ashmeet,West Bengal,Kolkata,48.00,-22.00,2,Clothing,Saree,118.00,96.00,59.00
B-25768,2018-09-01,Shreyoshe,Karnataka,Bangalore,1582.00,-443.00,6,Clothing,Trousers,9934.98,9492.00,1655.83
B-25769,2018-09-02,Surbhi,Maharashtra,Mumbai,355.00,-4.00,2,Clothing,Saree,714.00,710.00,357.00
B-25770,2018-09-02,Sakshi,Madhya Pradesh,Indore,375.00,180.00,3,Furniture,Bookcases,945.00,1125.00,315.00
B-25770,2018-09-02,Sakshi,Madhya Pradesh,Indore,299.00,113.00,2,Furniture,Bookcases,485.00,598.00,242.50
B-25770,2018-09-02,Sakshi,Madhya Pradesh,Indore,287.00,-280.00,12,Furniture,Chairs,3723.96,3444.00,310.33
B-25770,2018-09-02,Sakshi,Madhya Pradesh,Indore,110.00,35.00,1,Furniture,Furnishings,75.00,110.00,75.00
B-25771,2018-09-02,Vaibhavi,Uttar Pradesh,Lucknow,148.00,59.00,3,Clothing,Hankerchief,384.99,444.00,128.33
B-25772,2018-09-02,Sanjana,Bihar,Patna,1183.00,106.00,4,Electronics,Printers,4626.00,4732.00,1156.50
B-25773,2018-09-06,Shreya,Kerala ,Thiruvananthapuram,248.00,-70.00,3,Furniture,Chairs,813.99,744.00,271.33
B-25773,2018-09-06,Shreya,Kerala ,Thiruvananthapuram,85.00,-9.00,4,Clothing,Saree,349.00,340.00,87.25
B-25773,2018-09-06,Shreya,Kerala ,Thiruvananthapuram,24.00,-14.00,2,Clothing,Saree,62.00,48.00,31.00
B-25773,2018-09-06,Shreya,Kerala ,Thiruvananthapuram,209.00,-21.00,2,Electronics,Electronic Games,439.00,418.00,219.50
B-25773,2018-09-06,Shreya,Kerala ,Thiruvananthapuram,224.00,-143.00,3,Furniture,Chairs,815.01,672.00,271.67
B-25774,2018-09-07,Snehal,Punjab,Chandigarh,38.00,-6.00,2,Furniture,Furnishings,82.00,76.00,41.00
B-25775,2018-09-08,Duhita,Haryana,Chandigarh,50.00,-17.00,2,Clothing,Stole,117.00,100.00,58.50
B-25776,2018-09-09,Mousam,Maharashtra,Mumbai,47.00,-20.00,2,Clothing,Kurti,114.00,94.00,57.00
B-25777,2018-09-10,Aditi,Madhya Pradesh,Indore,61.00,-25.00,4,Electronics,Accessories,269.00,244.00,67.25
B-25777,2018-09-10,Aditi,Madhya Pradesh,Indore,69.00,-67.00,4,Clothing,Kurti,343.00,276.00,85.75
B-25777,2018-09-10,Aditi,Madhya Pradesh,Indore,59.00,-46.00,7,Clothing,T-shirt,458.99,413.00,65.57
B-25777,2018-09-10,Aditi,Madhya Pradesh,Indore,117.00,17.00,6,Clothing,Kurti,685.02,702.00,114.17
B-25777,2018-09-10,Aditi,Madhya Pradesh,Indore,1076.00,-38.00,4,Electronics,Printers,4342.00,4304.00,1085.50
B-25778,2018-09-11,Surabhi,Maharashtra,Mumbai,1506.00,-266.00,6,Electronics,Printers,9301.98,9036.00,1550.33
B-25778,2018-09-11,Surabhi,Maharashtra,Mumbai,109.00,-6.00,6,Clothing,Saree,660.00,654.00,110.00
B-25778,2018-09-11,Surabhi,Maharashtra,Mumbai,933.00,166.00,5,Clothing,Saree,4499.00,4665.00,899.80
B-25778,2018-09-11,Surabhi,Maharashtra,Mumbai,724.00,-447.00,4,Electronics,Electronic Games,3343.00,2896.00,835.75
B-25779,2018-09-12,Savi,Madhya Pradesh,Indore,1361.00,-980.00,3,Furniture,Tables,5063.01,4083.00,1687.67
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,60.00,-49.00,8,Clothing,Hankerchief,529.04,480.00,66.13
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,30.00,-25.00,2,Clothing,T-shirt,85.00,60.00,42.50
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,767.00,-353.00,5,Clothing,Trousers,4188.00,3835.00,837.60
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,45.00,-28.00,2,Clothing,Stole,118.00,90.00,59.00
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,25.00,-1.00,4,Clothing,Kurti,101.00,100.00,25.25
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,584.00,-444.00,7,Electronics,Printers,4532.01,4088.00,647.43
B-25782,2018-09-15,Aayushi,Maharashtra,Mumbai,335.00,-22.00,7,Furniture,Chairs,2366.98,2345.00,338.14
B-25783,2018-09-15,Shivangi,Madhya Pradesh,Indore,25.00,-11.00,1,Clothing,Stole,36.00,25.00,36.00
B-25783,2018-09-15,Shivangi,Madhya Pradesh,Indore,30.00,-6.00,2,Clothing,Hankerchief,66.00,60.00,33.00
B-25783,2018-09-15,Shivangi,Madhya Pradesh,Indore,33.00,-10.00,6,Clothing,Leggings,208.02,198.00,34.67
B-25783,2018-09-15,Shivangi,Madhya Pradesh,Indore,21.00,-17.00,3,Clothing,Shirt,80.01,63.00,26.67
B-25783,2018-09-15,Shivangi,Madhya Pradesh,Indore,26.00,2.00,2,Clothing,Hankerchief,50.00,52.00,25.00
B-25784,2018-09-15,Rohit,Rajasthan,Jaipur,15.00,4.00,1,Clothing,Hankerchief,11.00,15.00,11.00
B-25785,2018-09-15,Ayush,West Bengal,Kolkata,595.00,292.00,3,Clothing,Saree,1493.01,1785.00,497.67
B-25785,2018-09-15,Ayush,West Bengal,Kolkata,45.00,0.00,2,Clothing,T-shirt,90.00,90.00,45.00
B-25785,2018-09-15,Ayush,West Bengal,Kolkata,192.00,-146.00,3,Clothing,Saree,722.01,576.00,240.67
B-25785,2018-09-15,Ayush,West Bengal,Kolkata,26.00,-25.00,3,Clothing,Saree,102.99,78.00,34.33
B-25786,2018-09-19,Abhishek,Karnataka,Bangalore,1854.00,433.00,5,Furniture,Bookcases,8837.00,9270.00,1767.40
B-25786,2018-09-19,Abhishek,Karnataka,Bangalore,623.00,-192.00,3,Furniture,Tables,2061.00,1869.00,687.00
B-25786,2018-09-19,Abhishek,Karnataka,Bangalore,44.00,-34.00,3,Clothing,Stole,165.99,132.00,55.33
B-25786,2018-09-19,Abhishek,Karnataka,Bangalore,17.00,-11.00,3,Clothing,Skirt,62.01,51.00,20.67
B-25787,2018-09-20,Asish,Jammu and Kashmir,Kashmir,556.00,-209.00,7,Clothing,Saree,4101.02,3892.00,585.86
B-25787,2018-09-20,Asish,Jammu and Kashmir,Kashmir,40.00,-12.00,3,Clothing,Shirt,132.00,120.00,44.00
B-25787,2018-09-20,Asish,Jammu and Kashmir,Kashmir,229.00,-41.00,8,Electronics,Accessories,1873.04,1832.00,234.13
B-25787,2018-09-20,Asish,Jammu and Kashmir,Kashmir,140.00,-58.00,4,Furniture,Furnishings,618.00,560.00,154.50
B-25788,2018-09-21,Dinesh,Tamil Nadu,Chennai,12.00,3.00,1,Clothing,Stole,9.00,12.00,9.00
B-25789,2018-09-22,Akshay,Uttar Pradesh,Lucknow,313.00,-13.00,5,Furniture,Bookcases,1578.00,1565.00,315.60
B-25789,2018-09-22,Akshay,Uttar Pradesh,Lucknow,67.00,-86.00,9,Furniture,Furnishings,689.04,603.00,76.56
B-25790,2018-09-23,Sajal,Bihar,Patna,42.00,-3.00,1,Electronics,Electronic Games,45.00,42.00,45.00
B-25791,2018-09-24,Avish,Kerala ,Thiruvananthapuram,253.00,-63.00,2,Clothing,Saree,569.00,506.00,284.50
B-25791,2018-09-24,Avish,Kerala ,Thiruvananthapuram,565.00,66.00,7,Clothing,Saree,3888.99,3955.00,555.57
B-25791,2018-09-24,Avish,Kerala ,Thiruvananthapuram,175.00,77.00,3,Clothing,Saree,447.99,525.00,149.33
B-25792,2018-09-24,Abhishek,Maharashtra,Mumbai,74.00,-25.00,3,Clothing,Stole,246.99,222.00,82.33
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,40.00,-33.00,5,Clothing,Hankerchief,233.00,200.00,46.60
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,63.00,-24.00,6,Clothing,Kurti,402.00,378.00,67.00
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,60.00,-12.00,4,Clothing,Hankerchief,252.00,240.00,63.00
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,257.00,-252.00,4,Clothing,Saree,1280.00,1028.00,320.00
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,24.00,-1.00,4,Clothing,Skirt,97.00,96.00,24.25
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,18.00,1.00,3,Clothing,Hankerchief,53.01,54.00,17.67
B-25793,2018-09-24,Siddharth,Madhya Pradesh,Indore,1402.00,109.00,11,Clothing,Saree,15312.99,15422.00,1392.09
B-25794,2018-09-24,Aditya,Himachal Pradesh,Simla,176.00,37.00,6,Electronics,Accessories,1018.98,1056.00,169.83
B-25795,2018-09-24,Sukant,Sikkim,Gangtok,276.00,-21.00,2,Electronics,Phones,573.00,552.00,286.50
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,37.00,-6.00,1,Clothing,Saree,43.00,37.00,43.00
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,28.00,1.00,1,Electronics,Accessories,27.00,28.00,27.00
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,239.00,-162.00,5,Furniture,Chairs,1357.00,1195.00,271.40
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,78.00,-64.00,7,Clothing,Stole,609.98,546.00,87.14
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,632.00,-316.00,6,Clothing,Saree,4108.02,3792.00,684.67
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,559.00,-19.00,2,Clothing,Trousers,1137.00,1118.00,568.50
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,148.00,0.00,3,Clothing,Saree,444.00,444.00,148.00
B-25797,2018-09-30,Sauptik,Madhya Pradesh,Indore,976.00,293.00,4,Electronics,Accessories,3611.00,3904.00,902.75
B-25797,2018-09-30,Sauptik,Madhya Pradesh,Indore,148.00,-101.00,2,Furniture,Bookcases,397.00,296.00,198.50
B-25797,2018-09-30,Sauptik,Madhya Pradesh,Indore,413.00,-314.00,9,Furniture,Chairs,4031.01,3717.00,447.89
B-25797,2018-09-30,Sauptik,Madhya Pradesh,Indore,89.00,-4.00,5,Clothing,Saree,449.00,445.00,89.80
B-25797,2018-09-30,Sauptik,Madhya Pradesh,Indore,1630.00,-802.00,5,Furniture,Tables,8952.00,8150.00,1790.40
B-25797,2018-09-30,Sauptik,Madhya Pradesh,Indore,31.00,1.00,2,Clothing,Hankerchief,61.00,62.00,30.50
B-25799,2018-10-01,Divyansh,Gujarat,Ahmedabad,205.00,-119.00,3,Clothing,Saree,734.01,615.00,244.67
B-25799,2018-10-01,Divyansh,Gujarat,Ahmedabad,47.00,-27.00,4,Clothing,Saree,215.00,188.00,53.75
B-25799,2018-10-01,Divyansh,Gujarat,Ahmedabad,45.00,-15.00,2,Furniture,Chairs,105.00,90.00,52.50
B-25799,2018-10-01,Divyansh,Gujarat,Ahmedabad,70.00,-64.00,5,Clothing,Stole,414.00,350.00,82.80
B-25800,2018-10-01,Ishit,Maharashtra,Pune,122.00,-66.00,9,Electronics,Accessories,1163.97,1098.00,129.33
B-25800,2018-10-01,Ishit,Maharashtra,Pune,21.00,-6.00,3,Clothing,Leggings,69.00,63.00,23.00
B-25800,2018-10-01,Ishit,Maharashtra,Pune,45.00,12.00,7,Clothing,Hankerchief,303.03,315.00,43.29
B-25801,2018-10-01,Aryan,Madhya Pradesh,Bhopal,64.00,6.00,4,Clothing,Saree,250.00,256.00,62.50
B-25801,2018-10-01,Aryan,Madhya Pradesh,Bhopal,49.00,-31.00,2,Clothing,Stole,129.00,98.00,64.50
B-25801,2018-10-01,Aryan,Madhya Pradesh,Bhopal,21.00,-10.00,4,Clothing,Leggings,94.00,84.00,23.50
B-25801,2018-10-01,Aryan,Madhya Pradesh,Bhopal,15.00,-2.00,1,Clothing,T-shirt,17.00,15.00,17.00
B-25802,2018-10-05,Yash,Maharashtra,Mumbai,27.00,-7.00,5,Clothing,Saree,142.00,135.00,28.40
B-25802,2018-10-05,Yash,Maharashtra,Mumbai,633.00,-633.00,11,Electronics,Accessories,7596.05,6963.00,690.55
B-25802,2018-10-05,Yash,Maharashtra,Mumbai,13.00,-9.00,2,Clothing,Skirt,35.00,26.00,17.50
B-25802,2018-10-05,Yash,Maharashtra,Mumbai,23.00,-3.00,1,Clothing,Shirt,26.00,23.00,26.00
B-25802,2018-10-05,Yash,Maharashtra,Mumbai,95.00,5.00,2,Clothing,Stole,185.00,190.00,92.50
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,106.00,12.00,3,Clothing,Trousers,306.00,318.00,102.00
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,269.00,91.00,1,Electronics,Electronic Games,178.00,269.00,178.00
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,536.00,91.00,1,Clothing,Trousers,445.00,536.00,445.00
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,137.00,5.00,5,Clothing,Shirt,680.00,685.00,136.00
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,757.00,371.00,2,Electronics,Printers,1143.00,1514.00,571.50
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,511.00,194.00,3,Furniture,Chairs,1338.99,1533.00,446.33
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,185.00,48.00,4,Clothing,Stole,692.00,740.00,173.00
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,765.00,8.00,6,Clothing,Saree,4582.02,4590.00,763.67
B-25804,2018-10-05,Sudheer,Karnataka,Bangalore,156.00,36.00,5,Clothing,T-shirt,744.00,780.00,148.80
B-25804,2018-10-05,Sudheer,Karnataka,Bangalore,321.00,26.00,3,Electronics,Printers,936.99,963.00,312.33
B-25805,2018-10-05,Ankit,Maharashtra,Mumbai,112.00,15.00,2,Furniture,Chairs,209.00,224.00,104.50
B-25806,2018-10-06,Dhanraj,Madhya Pradesh,Indore,632.00,-114.00,4,Furniture,Tables,2642.00,2528.00,660.50
B-25807,2018-10-07,Vipul,Uttar Pradesh,Lucknow,16.00,6.00,1,Clothing,Stole,10.00,16.00,10.00
B-25808,2018-10-08,Apsingekar,Bihar,Patna,63.00,17.00,6,Clothing,Leggings,361.02,378.00,60.17
B-25808,2018-10-08,Apsingekar,Bihar,Patna,146.00,-63.00,3,Electronics,Electronic Games,501.00,438.00,167.00
B-25808,2018-10-08,Apsingekar,Bihar,Patna,59.00,21.00,2,Clothing,Stole,97.00,118.00,48.50
B-25808,2018-10-08,Apsingekar,Bihar,Patna,210.00,50.00,4,Clothing,Hankerchief,790.00,840.00,197.50
B-25809,2018-10-09,Suman,Kerala ,Thiruvananthapuram,154.00,54.00,3,Clothing,Hankerchief,408.00,462.00,136.00
B-25809,2018-10-09,Suman,Kerala ,Thiruvananthapuram,53.00,24.00,1,Clothing,Hankerchief,29.00,53.00,29.00
B-25810,2018-10-10,Nripraj,Punjab,Chandigarh,26.00,10.00,4,Clothing,Hankerchief,94.00,104.00,23.50
B-25810,2018-10-10,Nripraj,Punjab,Chandigarh,1120.00,199.00,6,Clothing,Saree,6520.98,6720.00,1086.83
B-25810,2018-10-10,Nripraj,Punjab,Chandigarh,45.00,6.00,3,Clothing,Shirt,129.00,135.00,43.00
B-25810,2018-10-10,Nripraj,Punjab,Chandigarh,307.00,74.00,3,Electronics,Accessories,846.99,921.00,282.33
B-25810,2018-10-10,Nripraj,Punjab,Chandigarh,92.00,42.00,2,Clothing,Stole,142.00,184.00,71.00
B-25810,2018-10-10,Nripraj,Punjab,Chandigarh,29.00,8.00,5,Clothing,Hankerchief,137.00,145.00,27.40
B-25811,2018-10-10,Utsav,Maharashtra,Mumbai,126.00,52.00,4,Clothing,Hankerchief,452.00,504.00,113.00
B-25812,2018-10-10,Kshitij,Madhya Pradesh,Indore,259.00,47.00,5,Clothing,Hankerchief,1248.00,1295.00,249.60
B-25813,2018-10-10,Hrisheekesh,Maharashtra,Mumbai,911.00,202.00,7,Furniture,Chairs,6174.98,6377.00,882.14
B-25814,2018-10-10,Swapnil,Madhya Pradesh,Indore,118.00,35.00,7,Clothing,T-shirt,791.00,826.00,113.00
B-25814,2018-10-10,Swapnil,Madhya Pradesh,Indore,462.00,169.00,4,Clothing,Saree,1679.00,1848.00,419.75
B-25815,2018-10-10,Harsh,Nagaland,Kohima,35.00,14.00,2,Clothing,Stole,56.00,70.00,28.00
B-25817,2018-10-13,Praneet,Maharashtra,Mumbai,743.00,89.00,5,Electronics,Printers,3626.00,3715.00,725.20
B-25818,2018-10-14,Sandeep,Madhya Pradesh,Indore,75.00,28.00,9,Clothing,Hankerchief,647.01,675.00,71.89
B-25818,2018-10-14,Sandeep,Madhya Pradesh,Indore,36.00,0.00,4,Clothing,Kurti,144.00,144.00,36.00
B-25818,2018-10-14,Sandeep,Madhya Pradesh,Indore,32.00,11.00,2,Clothing,Leggings,53.00,64.00,26.50
B-25818,2018-10-14,Sandeep,Madhya Pradesh,Indore,94.00,20.00,2,Furniture,Furnishings,168.00,188.00,84.00
B-25818,2018-10-14,Sandeep,Madhya Pradesh,Indore,28.00,14.00,4,Clothing,Hankerchief,98.00,112.00,24.50
B-25819,2018-10-15,Ankur,Madhya Pradesh,Bhopal,417.00,49.00,3,Electronics,Electronic Games,1202.01,1251.00,400.67
B-25820,2018-10-16,Dheeraj,Rajasthan,Jaipur,119.00,1.00,1,Furniture,Chairs,118.00,119.00,118.00
B-25821,2018-10-16,Ajay,West Bengal,Kolkata,60.00,21.00,4,Clothing,Stole,219.00,240.00,54.75
B-25821,2018-10-16,Ajay,West Bengal,Kolkata,17.00,0.00,1,Clothing,Hankerchief,17.00,17.00,17.00
B-25821,2018-10-16,Ajay,West Bengal,Kolkata,125.00,0.00,3,Electronics,Accessories,375.00,375.00,125.00
B-25822,2018-10-18,Tejas,Karnataka,Bangalore,34.00,13.00,2,Clothing,Saree,55.00,68.00,27.50
B-25823,2018-10-18,Rohan,Maharashtra,Mumbai,2103.00,322.00,8,Electronics,Electronic Games,16502.00,16824.00,2062.75
B-25823,2018-10-18,Rohan,Maharashtra,Mumbai,104.00,2.00,2,Furniture,Furnishings,206.00,208.00,103.00
B-25823,2018-10-18,Rohan,Maharashtra,Mumbai,59.00,6.00,1,Electronics,Accessories,53.00,59.00,53.00
B-25823,2018-10-18,Rohan,Maharashtra,Mumbai,103.00,50.00,2,Furniture,Furnishings,156.00,206.00,78.00
B-25824,2018-10-20,Shyam,Madhya Pradesh,Indore,101.00,38.00,2,Furniture,Furnishings,164.00,202.00,82.00
B-25825,2018-10-21,Kartik,Madhya Pradesh,Indore,911.00,355.00,5,Electronics,Phones,4200.00,4555.00,840.00
B-25825,2018-10-21,Kartik,Madhya Pradesh,Indore,115.00,25.00,6,Clothing,Stole,664.98,690.00,110.83
B-25825,2018-10-21,Kartik,Madhya Pradesh,Indore,140.00,6.00,5,Clothing,Saree,694.00,700.00,138.80
B-25826,2018-10-22,Tanushree,Maharashtra,Mumbai,637.00,261.00,2,Electronics,Printers,1013.00,1274.00,506.50
B-25827,2018-10-23,Sheetal,Madhya Pradesh,Indore,156.00,21.00,3,Furniture,Chairs,447.00,468.00,149.00
B-25828,2018-10-24,Nikita,Punjab,Chandigarh,537.00,107.00,3,Clothing,Saree,1503.99,1611.00,501.33
B-25828,2018-10-24,Nikita,Punjab,Chandigarh,15.00,2.00,1,Clothing,Leggings,13.00,15.00,13.00
B-25828,2018-10-24,Nikita,Punjab,Chandigarh,128.00,-3.00,3,Clothing,Saree,387.00,384.00,129.00
B-25828,2018-10-24,Nikita,Punjab,Chandigarh,222.00,35.00,5,Clothing,Saree,1075.00,1110.00,215.00
B-25829,2018-10-25,Apoorva,Haryana,Chandigarh,345.00,38.00,7,Clothing,Hankerchief,2376.99,2415.00,339.57
B-25830,2018-10-26,Aastha,Himachal Pradesh,Simla,41.00,11.00,6,Clothing,Hankerchief,235.02,246.00,39.17
B-25830,2018-10-26,Aastha,Himachal Pradesh,Simla,54.00,1.00,2,Clothing,Saree,107.00,108.00,53.50
B-25830,2018-10-26,Aastha,Himachal Pradesh,Simla,71.00,0.00,8,Clothing,Skirt,568.00,568.00,71.00
B-25830,2018-10-26,Aastha,Himachal Pradesh,Simla,93.00,15.00,2,Electronics,Accessories,171.00,186.00,85.50
B-25830,2018-10-26,Aastha,Himachal Pradesh,Simla,1063.00,64.00,7,Electronics,Phones,7377.02,7441.00,1053.86
B-25830,2018-10-26,Aastha,Himachal Pradesh,Simla,1954.00,782.00,3,Electronics,Phones,5079.99,5862.00,1693.33
B-25831,2018-10-27,Mahima,Sikkim,Gangtok,693.00,254.00,6,Clothing,Saree,3904.02,4158.00,650.67
B-25832,2018-10-28,Harshita,Maharashtra,Mumbai,504.00,116.00,3,Furniture,Bookcases,1395.99,1512.00,465.33
B-25833,2018-10-29,Krishna,Madhya Pradesh,Indore,64.00,27.00,5,Clothing,Hankerchief,293.00,320.00,58.60
B-25833,2018-10-29,Krishna,Madhya Pradesh,Indore,36.00,4.00,9,Clothing,Hankerchief,320.04,324.00,35.56
B-25833,2018-10-29,Krishna,Madhya Pradesh,Indore,45.00,16.00,3,Clothing,Stole,119.01,135.00,39.67
B-25835,2018-10-29,Moumita,Gujarat,Ahmedabad,52.00,11.00,5,Clothing,Leggings,249.00,260.00,49.80
B-25835,2018-10-29,Moumita,Gujarat,Ahmedabad,27.00,2.00,2,Clothing,Leggings,52.00,54.00,26.00
B-25835,2018-10-29,Moumita,Gujarat,Ahmedabad,155.00,26.00,3,Clothing,Stole,438.99,465.00,146.33
B-25836,2018-10-29,Arti,Maharashtra,Pune,1298.00,65.00,9,Electronics,Printers,11617.02,11682.00,1290.78
B-25837,2018-10-29,Palak,Maharashtra,Mumbai,263.00,50.00,5,Clothing,Stole,1265.00,1315.00,253.00
B-25838,2018-10-29,Sanjana,Madhya Pradesh,Indore,70.00,26.00,5,Clothing,Hankerchief,324.00,350.00,64.80
B-25838,2018-10-29,Sanjana,Madhya Pradesh,Indore,81.00,19.00,7,Clothing,Hankerchief,548.03,567.00,78.29
B-25838,2018-10-29,Sanjana,Madhya Pradesh,Indore,955.00,305.00,3,Electronics,Printers,2559.99,2865.00,853.33
B-25838,2018-10-29,Sanjana,Madhya Pradesh,Indore,161.00,40.00,3,Clothing,Stole,443.01,483.00,147.67
B-25839,2018-10-30,Pranjali,West Bengal,Kolkata,1250.00,486.00,7,Clothing,Saree,8263.99,8750.00,1180.57
B-25840,2018-10-31,Sneha,Karnataka,Bangalore,246.00,61.00,2,Furniture,Bookcases,431.00,492.00,215.50
B-25840,2018-10-31,Sneha,Karnataka,Bangalore,298.00,74.00,2,Furniture,Bookcases,522.00,596.00,261.00
